clean_review,y
function good phone heavy slip hand easily drawbackmi say aura grip design grip form phone hand true,0
camar good,0
nice product,0
battery powerfull,0
good product price range ok hand,0
poor quality mobile price highflipkart return productcamera quality poor,0
I recommend phone one brigtness low daylight camera poor phone lag big mistake I I shop flipkart I pay 500 extra get color choice phone actually gift dad however brightness low struggle display flipkart lose standard bad experience ever associate I think 100 time I open open flipkart app return polic,0
phone cover accessory provide quality charger also good,0
bad,0
look good camera quality good 13 mp,0
average product,0
product good response low disappointed,0
nice product I like,0
mobile phone work,0
phone good except back camera,0
time display problem,0
mobile head,0
ghatiya screen small battery slow charge lag problem minimise app work multitasking support device fake phone,0
bad product I faced charge issue,0
wery bad performance mobile one thing well battery,0
camara quality poor camara akdom kharab,0
seal pack product sim ejector tool miss I think second hand product,0
good product camera good,0
buy 10k,0
device start restart second day stick miui screen keep restart without switch phone manufacture year back almost box dirty damage battery first boot low 8 bad phone brother use one almost year unit I get damage thankfully flipkart support great approve return refund money back I happy seller though,0
power button slow work mobile lagy,0
I personally suggest buy device price range I buy product week 8200 main thing display bad easily see pixelsand vidio quality youtube 720 p like 480 p due bad pixelsi simple user game instafb whatsapp phone hang open call icon take approximately 6 secwhich bad thing call someone urgent,0
nice,0
display go wrong performance bad customer also support waste money time,0
switch got start well instal application problem occur future result battery problem camera occur within 10 day purchase,0
good phone,0
good,0
phone ok fingerprint available camera low quality,0
use mobilee,0
time occurred fast boot problem,0
super,0
waist product,0
good thumb,0
mobile hang like anythingdont buy thisinitially goodbut I find processor slow,0
good,0
nice,0
mobile waste,0
good mobile range,0
good,0
waste moneyplease buy,0
I like redmi,0
good low price,0
good budget french never recommend purchase chinese item indian option,0
bad,0
bad mobilenot buywaste money,0
pathetic phone 10k waste money poor camera quality performance batter backup mark review use 5 month buy aug20 tym phone stock I need phone urgently still regret decision buy phone,0
good,0
osm camera gud,0
hang sometimes speaker quality soscreen quality decentcamera good,0
network problemno network find mobilei buy 10 daysit bad mobile,0
good,0
ahh price performance phone ina budget buy phone budget like 2030k must go samsung iphone xr p,0
good product,0
good phone average phone,0
overall good,0
bad quality,0
hang agthu,0
battery complaint 2 week,0
nice,0
good phone camera quality good,0
bad product battery drain fast touch sometime function slowplease buy mobile set,0
nice,0
super,0
bad mobile please frd mobile purchase comer total bad clearly comer many vest I feel many vest,0
bad work good hanged buy,0
good experience ir blaster give phone,0
bad mobile phole I see,0
good,0
good,0
well,0
good product,0
average spec,0
disappointed purchase,0
want return expectation camera quality poorpoor product,0
extra heavy thick,0
battery good camera good 128 gb memory use storage,0
mobile hang 20 day,0
I happy product,0
nice,0
good,0
bad,0
good,0
battery good I think camera also quite bad,0
swtich every time,0
mi product time well flipkart delivery bad particular product,0
mobile goodi buy 12th start hang day,0
quality good battery backup good camera normal net speed slowly,0
bad,0
I gift husband disappointed first 10 day work good use phone back button automatically run hang please buy phone,0
update software I become mad slow processing update,0
good phone,0
overall nice phone thumb thumb,0
average phone mobile phone,0
wart price,0
good,0
satisfied product,0
mobile I bring defective piece battery last 10 hour take 6 hour recharge get cellular reception problem also recognize sim even though work mobile,0
front camera quality good expect store much file device storage use memory card need install lot application,0
many bug r present also screen r fluctuate,0
kind request buy phoneif u problem future resolve itplease please please buy phone,0
I get damage productthe phone unexpectedly stop without reason,0
heating problem phone,0
phone call tower sometimes become black I touch become white small book large pen shiny sparkle tasty taste well cheesy dipi want touch covid let pray it1 like 1 prayer,0
ph work 24 aug receive use,0
time network coverage detect,0
buy mobile bcz within month resale value 3500 bakwass,0
little bit issue ram depend upon anyone phone storage number app many unnecessary inbuilt app affect phone security careful give access personal information access app suddenly popup come screen little bit issue scroll touch screen battery good display camera good sound good complimentary headphone handset heating issue till,0
terrific purchasevery bad quality everything,0
solve problem flip card service poor cell problem solve flipcard support problem,0
wor mobile waste money I raise return request 2time simply reject without consultaion beautiful buy mobile,0
nice phone,0
battery go fast dry use ideal mobile also battery get dryand also charge get automatically,0
bad,0
already hang two time come home 1st september network capture capacity also good,0
fingerprint,0
software problem mobile process slow touch screen work properly,0
camera quality poor flipkart also support take return mobile speed also low I strongly recommend phone waste money,0
two month display problem anyway repair warranty,0
mobile get hangup normal use much annoying,0
nic mobaile,0
super,0
buy mobile bad performance flipcart bad service,0
ok ok productgood product 10000 rupee,0
performance bad,0
happy product quality battery charging time almost around 25 hrs pathetic,0
video quality good,0
ok,0
good use,0
disply god,0
bad flipkart,0
gud product nice dizineand performance mark,0
price tooo high,0
good mobile,0
satisfied,0
camera really veri poor waist money,0
good,0
poor connectivity slow browse speed video sound enoughafter use three month phone become dead,0
box set clean,0
bad camera quality compare phone price phone pouting face pout face,0
good phon,0
nice phone,0
honest review honest buyer I know lot pro one major con make everything phone bad ie processor phone slowthe fingerprint sensor application handle typing keyboard overall look secondary phone call go otherwise range go asus also configuration term battery ram far fast processor black colour model big turno,0
nothing good phone costit heavy display dull rear camera good 8 megapixel selfie auto beautify face look digitally enhance performance wise lot lag take I approx 40 sec load google pageall phone like one tool kit half tool miss rusty,0
I use phone past 5monthsthe phone perfect choice soon climate change summer phone even handle task properly let I explain play ludo less graphic demand game phone get hot climate also hot indoorswith fan heat issue network cut sim restart phone literally cool cool cloth otherwise ev,0
first I receive make china version redmi 8 I expect tumultuous moment favourite shopping platform flipkart I raise complaint receive response team flipkart disastrous come productpros1 battery good gesture xiaomi provide heavy battery price range2 type c port 18 w fast charge support deal maker3 miui,0
awesome phone price range heavy gaming go redmi note 7 realme 5 mobile feature 1 464 price first 5 million customers2 wireless fm radio 3 5000 mah battery 18 w fast charging I charge mobile 2 hour 4 type c port 5 mi mobile connect mi tv include ir blaster mobile overall rating 45 thumb beat heart,0
really value money super mobile I purchase black awesome look fingerprint fast nive mobile camera normal battery long life totally 45 rating fast delivery thank flipkart work back dual camera work single camara one camara waste,0
battery equal 3000mah compare phone become bad bad day day notification tone misbehave silent sound take almost 4 hrs full charge even 2a charger give charger also capable give fast charge mobile heat use half hour ram 3 gb also phone get slow heating much u talk phone without headphone I recommend one buy also I never take redmi phone,0
