/sentence/#id,/sentence/@id,Category,/sentence/aspectTerms/aspectTerm/@from,Polarity,Term,/sentence/aspectTerms/aspectTerm/@to,Text
1900,1629,ROOMS#CLEANLINESS,16,negative,الغرف,21,"فندق رديء جدًا والغرف بها الكثير من الغبار والباب لا يُغلق جيدًا، والشيء الجميل هو أن هذا الفندق قريب من ميدان التحرير، ولكن هذا كل شيء."
1900,1629,LOCATION#GENERAL,90,positive,الفندق,96,"فندق رديء جدًا والغرف بها الكثير من الغبار والباب لا يُغلق جيدًا، والشيء الجميل هو أن هذا الفندق قريب من ميدان التحرير، ولكن هذا كل شيء."
1901,1772,HOTEL#GENERAL,0,negative,فندق,4,فندق سيئ جدا
1902,1772,HOTEL#GENERAL,16,negative,فندق,20,"لم ارى في حياتي فندق بهذا السوء ، الغرف بائسة ، الافطار بائس ، الخدمات سيئة و فقيرة جدا"
1902,1772,ROOMS#GENERAL,34,negative,الغرف,39,"لم ارى في حياتي فندق بهذا السوء ، الغرف بائسة ، الافطار بائس ، الخدمات سيئة و فقيرة جدا"
1902,1772,FOOD_DRINKS#QUALITY,48,negative,الافطار,55,"لم ارى في حياتي فندق بهذا السوء ، الغرف بائسة ، الافطار بائس ، الخدمات سيئة و فقيرة جدا"
1902,1772,SERVICE#GENERAL,63,negative,الخدمات,70,"لم ارى في حياتي فندق بهذا السوء ، الغرف بائسة ، الافطار بائس ، الخدمات سيئة و فقيرة جدا"
1903,1772,FACILITIES#GENERAL,0,negative,NULL,0,من العسير ان تجد سيارة اجرة بالقرب من هذا الفندق
1904,1772,HOTEL#PRICES,200,negative,الفندق,206,"و الامر الاعظم في الحسابات ، تم محاسبتي علي ليلة كاملة لم اكن مقيم فيها معهم و تم حجز حقائبي عندما هممت بالمغادرة و اصروا علي ان ادفع ثمن الليله التي لم اقيمها معهم ، اوصي الجميع بالحذر من اختيار هذا الفندق فهو رديء جدا"
1904,1772,HOTEL#GENERAL,0,negative,NULL,0,"و الامر الاعظم في الحسابات ، تم محاسبتي علي ليلة كاملة لم اكن مقيم فيها معهم و تم حجز حقائبي عندما هممت بالمغادرة و اصروا علي ان ادفع ثمن الليله التي لم اقيمها معهم ، اوصي الجميع بالحذر من اختيار هذا الفندق فهو رديء جدا"
1905,1356,ROOMS#GENERAL,36,positive,الغرفة,42,إحدى أفضل التجارب المذهلة أحببت هذه الغرفة نظرًا لما تضمنته من لوازم للإقامة بها وتشعر بها وكأنك في منزلك.
1906,1356,SERVICE#GENERAL,6,positive,طاقم العمل,16,أحببت طاقم العمل وكانوا رائعين.
1907,1356,ROOMS#DESIGN_FEATURES,5,positive,الغرف,10,كانت الغرف واسعة جدًا ومجهزة بكل ما تفكر به بما في ذلك الغسالة والمكواة ولوازم المطبخ كاملة.
1907,1356,ROOMS_AMENITIES#GENERAL,55,positive,الغسالة,62,كانت الغرف واسعة جدًا ومجهزة بكل ما تفكر به بما في ذلك الغسالة والمكواة ولوازم المطبخ كاملة.
1907,1356,ROOMS_AMENITIES#GENERAL,64,positive,المكواة,71,كانت الغرف واسعة جدًا ومجهزة بكل ما تفكر به بما في ذلك الغسالة والمكواة ولوازم المطبخ كاملة.
1907,1356,ROOMS_AMENITIES#GENERAL,73,positive,لوازم المطبخ,85,كانت الغرف واسعة جدًا ومجهزة بكل ما تفكر به بما في ذلك الغسالة والمكواة ولوازم المطبخ كاملة.
1908,1356,FACILITIES#GENERAL,9,positive,حمام سباحة,19,كما يوجد حمام سباحة ومنطقة استرخاء بأعلى المبنى والذي كان مكانًا رائعًا للاسترخاء به ومشاهدة روعة أبو ظبي. أرغب في زيارته مرة أخرى.
1908,1356,FACILITIES#GENERAL,21,positive,منطقة استرخاء,34,كما يوجد حمام سباحة ومنطقة استرخاء بأعلى المبنى والذي كان مكانًا رائعًا للاسترخاء به ومشاهدة روعة أبو ظبي. أرغب في زيارته مرة أخرى.
1908,1356,LOCATION#GENERAL,0,positive,NULL,0,كما يوجد حمام سباحة ومنطقة استرخاء بأعلى المبنى والذي كان مكانًا رائعًا للاسترخاء به ومشاهدة روعة أبو ظبي. أرغب في زيارته مرة أخرى.
1909,1426,SERVICE#GENERAL,0,positive,خدمة,4,خدمة ممتازة اشكر جمىع العاملىن
1910,683,SERVICE#GENERAL,0,negative,خدمة الغرف,10,"خدمة الغرف طلبت خدمة الغرف ولم يتم توصيل طلبي واستغرقت في النوم، وعند استيقاظي اتصلت بالإدارة لتقديم شكوى لمنهم اعتذروا بطريقة مهنية لكن لم يكن بوسعهم فعل شيء لإرضائي."
1911,683,SERVICE#GENERAL,100,neutral,مدير خدمة الغرف,115,أقدر بالفعل ما قدموه لكن انطباعي هو أن شيئًا لم يتغير بعد الشكوى. أتقدم بالشكر إلى السيد/ رامي محمد مدير خدمة الغرف على كل جهوده لحل المشكلة بطريقة مهنية وأتمنى له الأفضل.
1912,541,LOCATION#GENERAL,84,positive,المكان,90,"مسموع جداً، ولا يستحق المال  لقد قرأت التعليقات على موقع تريب أدفايزور وفكرت أن هذا المكان يبدو رائعاً بهذا السعر..."
1913,541,ROOMS#GENERAL,5,negative,الغرف,10,"ولكن الغرف مسموعة جداً، لذا فإذا كان لدى جارك هاتف محمول يرن أو عندما يتكلمون فيمكنك سماعهم - كما أنهم يقومون بالتنظيف بواسطة المكنسة الكهربائية الساعة 9 صباحاً، وهذا ليس مزيج جيد."
1914,2261,HOTEL#QUALITY,0,negative,NULL,0,في حاجة إلى التجديد
1915,2261,LOCATION#GENERAL,0,positive,موقع,4,"موقع ملائم،"
1916,2261,SERVICE#GENERAL,0,positive,موظفون,6,"موظفون متعاونون،"
1917,2261,FACILITIES#DESIGN_FEATURES,0,positive,المدخل,6,المدخل مبهج بما فيه من حديقه
1918,2261,FACILITIES#GENERAL,5,negative,الممرات,12,"ولكن الممرات وغرفتنا في حالة سيئة جدا، (في حاجة إلى الطلاء، وسجاد جديد، وقاعدة مرحاض جديدة .. الخ,)."
1918,2261,ROOMS#GENERAL,14,negative,غرفت,18,"ولكن الممرات وغرفتنا في حالة سيئة جدا، (في حاجة إلى الطلاء، وسجاد جديد، وقاعدة مرحاض جديدة .. الخ,)."
1918,2261,ROOMS#DESIGN_FEATURES,61,negative,سجاد,65,"ولكن الممرات وغرفتنا في حالة سيئة جدا، (في حاجة إلى الطلاء، وسجاد جديد، وقاعدة مرحاض جديدة .. الخ,)."
1918,2261,ROOMS_AMENITIES#QUALITY,73,negative,قاعدة مرحاض,84,"ولكن الممرات وغرفتنا في حالة سيئة جدا، (في حاجة إلى الطلاء، وسجاد جديد، وقاعدة مرحاض جديدة .. الخ,)."
1919,2261,ROOMS#CLEANLINESS,0,positive,الغرفة,6,الغرفة عموما تبدو نظيفة ولكن من غير المريح الإقامة فيها حيث إنها متهالكة جدا (الأمر الذي لا يمكن رؤيته من الصور الموجودة على شبكة الإنترنت).
1919,2261,ROOMS#COMFORT,0,negative,NULL,0,الغرفة عموما تبدو نظيفة ولكن من غير المريح الإقامة فيها حيث إنها متهالكة جدا (الأمر الذي لا يمكن رؤيته من الصور الموجودة على شبكة الإنترنت).
1919,2261,ROOMS#QUALITY,0,negative,NULL,0,الغرفة عموما تبدو نظيفة ولكن من غير المريح الإقامة فيها حيث إنها متهالكة جدا (الأمر الذي لا يمكن رؤيته من الصور الموجودة على شبكة الإنترنت).
1920,2261,FACILITIES#DESIGN_FEATURES,16,negative,الممرات,23,"أيضا، وفي ظل أن الممرات في حالة ظلام دامس ووجود صندوق القمامة بجوار غرفة النوم كان مسألة كريهة بصفة خاصة. وأنا على يقين من أنه يمكن الحصول على قيمة أفضل للمال في مكان آخر."
1920,2261,ROOMS#MISCELLANEOUS,48,negative,صندوق القمامة,61,"أيضا، وفي ظل أن الممرات في حالة ظلام دامس ووجود صندوق القمامة بجوار غرفة النوم كان مسألة كريهة بصفة خاصة. وأنا على يقين من أنه يمكن الحصول على قيمة أفضل للمال في مكان آخر."
1921,1083,HOTEL#GENERAL,0,positive,فندقنا,6,"فندقنا المفضل  فندق امبريال هو كمنزلي. الفندق المفضل لديّ في أي مكان,"
1921,1083,LOCATION#GENERAL,39,positive,الفندق,45,"فندقنا المفضل  فندق امبريال هو كمنزلي. الفندق المفضل لديّ في أي مكان,"
1922,1083,LOCATION#GENERAL,0,positive,موقع,4,موقع رائع وفريق عمل ممتاز وشاطئ وحمامات سباحة ممتعة
1922,1083,SERVICE#GENERAL,11,positive,فريق,15,موقع رائع وفريق عمل ممتاز وشاطئ وحمامات سباحة ممتعة
1922,1083,FACILITIES#GENERAL,27,positive,شاطئ,31,موقع رائع وفريق عمل ممتاز وشاطئ وحمامات سباحة ممتعة
1922,1083,FACILITIES#GENERAL,33,positive,حمامات سباحة,45,موقع رائع وفريق عمل ممتاز وشاطئ وحمامات سباحة ممتعة
1923,1083,FOOD_DRINKS#STYLE_OPTIONS,0,positive,الإفطار,7,الإفطار عبارة عن وليمة كل يوم مع تنوع مدهش. جرب الأناناس الممتاز مقابل 50 بات من البائعين على الشاطئ
1924,1083,LOCATION#GENERAL,0,positive,الموقع,6,الموقع ممتاز على شاطئ الرمال البيضاء مع استراحات شاطئ وجلسات مساج ممتازة على الشاطئ. على بعد 10 دقائق فقط من مركز شاوينج.
1924,1083,FACILITIES#GENERAL,40,positive,استراحات,48,الموقع ممتاز على شاطئ الرمال البيضاء مع استراحات شاطئ وجلسات مساج ممتازة على الشاطئ. على بعد 10 دقائق فقط من مركز شاوينج.
1924,1083,FACILITIES#QUALITY,54,positive,وجلسات مساج,65,الموقع ممتاز على شاطئ الرمال البيضاء مع استراحات شاطئ وجلسات مساج ممتازة على الشاطئ. على بعد 10 دقائق فقط من مركز شاوينج.
